row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
109,TikTok Quant,953FLztdC1KwT9SMb28Ba4diBBURpSzR8dnFxKSerQKS,208.9%,208.9%,208.9%,225,51.9K,21.8K,18.14,72,2min,26.2%,0%,-,,2024-11-19 23:41:12,14.5K,+205%
110,Rizz GPT AI,BethTXJqxFraBupe3ZDKZPtnV5wWRHS3zSWKmkbQmApj,731.7%,731.7%,731.7%,106,14.6K,59.1K,57.18,69,2min,51.13%,0%,-,,2024-11-19 23:41:12,51K,+717.3%
111,Just A Chill Guy,128csPji9wSvmPmDyCvHSEPuNL3BABL4ZXyqVbYWbmnX,237.4%,237.4%,237.4%,127,44.5K,29.7K,37.88,68,1min,14.23%,0%,-,,2024-11-19 23:41:12,20.5K,+232.3%
112,jokes that dont make sense,5saBfedj2hKt86vNPSHDDbq2gHgbZQrBhFm6bGh3pump,686.4%,686.4%,686.4%,124,31.6K,55.1K,37.66,86,3min,34.07%,0%,-,,2024-11-19 23:41:12,42.4K,+604.3%
113,English Or Spanish,CXaQddZxPDuJP59xGixJwgiTY51DLJxZr9HJiezEpump,276.1%,276.1%,276.1%,191,42.6K,25.7K,19.04,71,3min,24.32%,0%,-,,2024-11-19 23:41:12,13.9K,+204%
114,Balkan rage,GmxPakcy39N8UbG7UyTcKWZncFqmtfRSFUMsgbe5pump,465%,465%,465%,149,40.8K,39.2K,30.46,73,3min,37.66%,0%,-,,2024-11-19 23:41:12,26.5K,+382%
115,"Some Guy, The Guy",6FvtLFQsd3p2rXFiLmxdNFxJcpNFbLhdmhgAJev3pump,470%,470%,470%,111,26.1K,40K,42.49,68,1min,30.36%,6.39%,-,https://t.me/SomeGuyTheGuy,2024-11-19 23:41:12,32.4K,+461.6%
116,ai16zagotchi,359cuMkMuSE9xaqNRoysduzRwij9oNf9CBsdnk6upump,310.9%,310.9%,310.9%,111,20.3K,28.5K,27.1,67,2min,33.35%,5%,-,,2024-11-19 23:41:12,19.3K,+278.2%
117,Mad geeked,36guQDrsd4B61d2q8rBhnqKEhZJYFripBHJ4iLrjpump,173.2%,173.2%,173.2%,130,33.4K,19.2K,9.88,43,1min,28.53%,0%,-,,2024-11-19 23:41:12,14.7K,+208.8%
118,Kasumi 152 - AI,5hYpMbhpPG4i38C5E51MXJUs4nmf7fShoLe8MYNSSNyN,501.2%,501.2%,501.2%,141,10.7K,41.5K,44.77,137,1min,10.03%,0.31%,-,https://t.me/Kasumi152_Portal,2024-11-19 23:41:12,34.6K,+500.4%
119,Lightly used dev wallet,7MrJPCvLRtppJh3hduzqpAVM2kPJm9C9xPJby8PMpump,281%,281%,281%,118,26.6K,27.3K,25.85,71,1min,31.14%,8.25%,-,,2024-11-19 23:41:12,18.1K,+252.8%
