row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,message_timestamp,timestamp,fdv_surge_amount,fdv_surge_percent
89,TAELS,CGM8mUKRRVX4sQYtp7jg9C3rHoNesiUf6heGoWxapump,39.23%,664.5%,664.5%,1300,295.5K,197.1K,123.37,716,33min,3.97%,0%,-,,2024-11-30 01:37:23,2024-12-04 10:41:44,56K,+42.27%
90,Bepo,GmuhGu2gufwofcgyvASsJuT2YneDz5w9cBXDf5uiLZDa,45.54%,1001.6%,1001.6%,1559,333.1K,284.3K,149.43,851,32min,3.97%,0%,-,,2024-11-30 01:34:58,2024-12-04 10:41:44,89K,+45.54%
91,JWAIE,Ch48b1caGMB54pnpoeyp3qkGoSAYST9oDUSJ5YCPpump,30.83%,228.4%,1361.8%,961,176.9K,382.4K,177.13,801,1h,3.97%,0%,-,,2024-11-30 00:47:50,2024-12-04 10:41:44,90.1K,+30.83%
92,TAELS,DRySBgdp3pR4NbF2hGwZwPPHB6og84HN8mGZiTG8pump,35.87%,1079.9%,1079.9%,1423,336.2K,307.5K,154.76,809,37min,3.98%,0%,-,,2024-11-29 13:41:53,2024-12-04 10:41:44,81.2K,+35.87%
93,DOGE,EADondxDoUKxBnyPBcyhb6g8Cj6fxCFCf5K7XGGPpump,41.13%,213.4%,1360.1%,1590,319.6K,378K,180.08,737,1h,3.97%,0%,-,,2024-11-29 12:19:10,2024-12-04 10:41:44,115.4K,+43.07%
94,CLUE,AVwcGUn25UNScwFy9tPS6akStDckDxYzXDZiFnAVpump,37.63%,1960.7%,1960.7%,1842,489.1K,536.4K,212.46,838,32min,4%,0%,-,,2024-11-29 12:06:22,2024-12-04 10:41:44,146.2K,+37.51%
95,Sanic Hedgehog,2hr3uPVaxNYMuNVMukYqD2dR1xMwLPNvDCyqiFCxpump,30.99%,662.7%,662.7%,1460,325.3K,198.1K,122.1,750,38min,3.98%,0%,-,,2024-11-29 12:04:15,2024-12-04 10:41:44,46.9K,+30.99%
96,Grinch Dog ($MAX,9FQR2GKBxr58wKjK9tot3izBxLQZMn32JNci8U4zpump,41.36%,1120.1%,1120.1%,1672,389.3K,316.3K,157,814,34min,3.97%,0%,-,,2024-11-29 11:52:38,2024-12-04 10:41:44,92.6K,+41.36%
97,SANTA GUY,2FBpaeZAkCqg9CEpwti7DMRQW6MqFttLch1z7vAyNs7Q,83.53%,-67.44%,-88.16%,1763,547.2K,1.5M,396.48,20825,14h,3.71%,Add Liquidity,-,https://t.me/SANTA_GUY,2024-11-29 10:36:10,2024-12-04 10:41:44,681.8K,+84.79%
98,SANTA GUY,2FBpaeZAkCqg9CEpwti7DMRQW6MqFttLch1z7vAyNs7Q,40.88%,-7.56%,-62.63%,523,167.3K,3.8M,533.7,23674,13h,1.19%,Add Liquidity,-,https://t.me/SANTA_GUY,2024-11-29 10:06:08,2024-12-04 10:41:44,1.1,+39.4%
99,One Punch Man,GEJBDpevefDWVzyHUzmebpiqrHwFehy5hqTDbVGCL7bE,53.41%,44.48%,-39.95%,845,300.7K,2.1M,883.15,6135,10h,2.9%,Add Liquidity,-,https://t.me/One_Punch_Man_Portal,2024-11-29 06:27:12,2024-12-04 10:41:44,745K,+53.41%
100,CHAD MUSK,Hj8tfLPmbcaRUHjNPSFLsju9zBDn3s15JJzd6AmqkTvP,31.26%,-16.96%,-91.41%,520,156.9K,4.6M,406.14,21797,8h,1.75%,Add Liquidity,-,https://t.me/CHAD_MUSK_Portal,2024-11-29 06:00:09,2024-12-04 10:41:44,1.1,+31.26%
101,One Punch Man,GEJBDpevefDWVzyHUzmebpiqrHwFehy5hqTDbVGCL7bE,39.87%,18.06%,-2.62%,540,238.3K,2.5M,877.02,7071,9h,2.77%,Add Liquidity,-,https://t.me/One_Punch_Man_Portal,2024-11-29 05:50:30,2024-12-04 10:41:44,701.1K,+39.87%
102,JUST A CHILLMAS,AKrGU12PUiCRxfPtmDP3ZiR3rNgwQjawLSRkgj9bkxv7,31.74%,77.59%,-79.82%,505,272.9K,531.5K,811.16,5116,12h,2.62%,Add Liquidity,-,,2024-11-29 05:49:49,2024-12-04 10:41:44,128.1K,+31.74%
103,CHAD MUSK,Hj8tfLPmbcaRUHjNPSFLsju9zBDn3s15JJzd6AmqkTvP,32.02%,-30.22%,-89.88%,512,117.3K,4.5M,430.15,20933,7h,1.51%,Add Liquidity,-,https://t.me/CHAD_MUSK_Portal,2024-11-29 05:30:07,2024-12-04 10:41:44,1.1,+32.02%
104,CHAD MUSK,Hj8tfLPmbcaRUHjNPSFLsju9zBDn3s15JJzd6AmqkTvP,35.4%,1.92%,-85.43%,508,157K,8.2M,596.22,19467,7h,1.31%,Add Liquidity,-,https://t.me/CHAD_MUSK_Portal,2024-11-29 04:44:53,2024-12-04 10:41:44,2.1,+35.4%
105,niblworld,AP9BVwf4v6GR3nXt9vJyj3CzpXrWVqy1tt8ZbqCZpump,46.98%,1726.3%,1726.3%,1474,316.3K,466.1K,189.45,804,34min,3.97%,0%,-,,2024-11-29 02:37:28,2024-12-04 10:41:44,134K,+38.83%
106,Bundlr,2DPHUXHELVjw4BBfTHEG3CxWQbVWpcZPEbzpjZfzJkvo,30.93%,32.12%,-93.25%,628,106.7K,1.3M,390.66,20056,15h,3.19%,Add Liquidity,-,https://t.me/Bundlr_Official_Portal,2024-11-29 01:15:55,2024-12-04 10:41:44,311.7K,+31.12%
107,REKT,4wSrd3u7nw2zQhHUvSCpM2vk1Ppz2WkYMvYCDUHo2bpM,33.33%,-42.77%,-78.23%,530,219.4K,3.2M,475.91,31697,13h,0.81%,Add Liquidity,-,https://t.me/REKT_Portal_Official,2024-11-28 19:51:34,2024-12-04 10:41:44,803.5K,+33.33%
108,Marvin Inu,8LtgRPdLbvU7sLNRfkYK6UKrA2eddfwDVnDmQCqJ8xfk,34.41%,41.11%,-65.5%,655,255.5K,3.2M,781.76,8095,16h,1.84%,Add Liquidity,-,https://t.me/Marvin_Inu_Portal,2024-11-28 19:16:46,2024-12-04 10:41:44,831.7K,+34.41%
109,Blue Eyes White Omnicat,CZjkgMmQBDzNq5XWwXR2vUER2WxCeB7MVwsKeZ9Ypump,40.19%,82.56%,201.1%,4708,272.2K,5.7M,700.36,44587,23h,3.39%,0%,-,https://t.me/BewoCoin,2024-11-28 19:12:42,2024-12-04 10:41:44,1.6,+40.19%
110,Sulver,2zB6V5cAJzfQFWdo1UGdwsTLuDqJZbFtCz8DdgGDnk4J,30.78%,-58.13%,-78.45%,557,115.6K,2.7M,513,23912,10h,2.09%,Add Liquidity,-,https://t.me/Sulver_Portal,2024-11-28 18:47:25,2024-12-04 10:41:44,627.9K,+30.78%
111,Marvin Inu,8LtgRPdLbvU7sLNRfkYK6UKrA2eddfwDVnDmQCqJ8xfk,44.87%,-61.79%,-81.5%,1632,321.9K,1.8M,569.14,11557,16h,2.85%,Add Liquidity,-,https://t.me/Marvin_Inu_Portal,2024-11-28 18:45:14,2024-12-04 10:41:44,552.1K,+44.87%
112,Marvin Inu,8LtgRPdLbvU7sLNRfkYK6UKrA2eddfwDVnDmQCqJ8xfk,33.94%,-74.91%,-75.78%,1747,346.7K,2.2M,577.01,16696,15h,3.06%,Add Liquidity,-,https://t.me/Marvin_Inu_Portal,2024-11-28 18:15:13,2024-12-04 10:41:44,562.2K,+33.94%
113,Taels,FETi9Zv2SsVUwXkcAN15cf511wZDNtM83vdWuF5NUonT,30.16%,-28.46%,-34.07%,527,226.6K,559.5K,748.69,7036,20h,3.96%,Add Liquidity,-,,2024-11-28 17:29:10,2024-12-04 10:41:44,129.6K,+30.16%
114,Goodmornin,2QVjXsbr1cfMcM1asoHpcQ2Umj5jV6oo4roXVLRMpump,34.65%,1.82%,789%,1213,187.5K,224.4K,136.02,811,1h,3.97%,0%,-,,2024-11-28 14:00:41,2024-12-04 10:41:44,57.7K,+34.65%
115,Goodmornin,2QVjXsbr1cfMcM1asoHpcQ2Umj5jV6oo4roXVLRMpump,25.79%,1210%,1210%,1175,228.6K,330.6K,157,770,34min,3.97%,0%,-,,2024-11-28 13:29:31,2024-12-04 10:41:44,85.8K,+35.04%
116,Taels,FETi9Zv2SsVUwXkcAN15cf511wZDNtM83vdWuF5NUonT,30.07%,-24.19%,-55.96%,528,161.9K,761.9K,851.34,5984,14h,2.56%,Add Liquidity,-,,2024-11-28 11:19:48,2024-12-04 10:41:44,176.2K,+30.07%
117,DWOGE,7KpTFjm3LErGkGczmMbjYFiqjUHwKirXqTg9swy2pump,34.37%,2022.1%,2022.1%,1542,479.7K,542.2K,208.28,697,36min,3.97%,0%,-,,2024-11-28 09:16:04,2024-12-04 10:41:44,145.5K,+36.06%
118,Stonkwifhat,AMm5ugZQJ8kYGXUhHjTtvSMgsZaRuvErdzCU8NmoMfRF,35.93%,-40.65%,-81.41%,564,239.4K,570.9K,846.18,4122,11h,2.48%,Add Liquidity,-,https://t.me/Stonkwifhat_Portal,2024-11-28 08:52:53,2024-12-04 10:41:44,150.9K,+35.93%
119,XIAOLAN FRENS,HxD6aVwUgoS4jQ52myMusvStjro7tojF633sBvGfamtQ,31.17%,-17.18%,-79.22%,1175,115.2K,1.3M,499.01,17722,23h,3.33%,Add Liquidity,-,https://t.me/XIAOLAN_FRENS_Portal,2024-11-28 06:19:17,2024-12-04 10:41:44,301.3K,+31.17%
120,Just a chill club,C6dY6oav98Qub6NiWCfYhwXAVZVpM4s184cHZF8DzHFr,56.43%,54.74%,-53.63%,543,81.3K,751.7K,343.87,17465,1d,0.4%,Add Liquidity,-,https://t.me/Justachillclub,2024-11-28 05:11:35,2024-12-04 10:41:44,271.2K,+56.43%
121,BEBOP SOL,2SNstbEYVEn2iTNQyZHKGzgTPZwBgnujwKa8hn5opump,21.3%,-0.39%,28.92%,944,156.7K,1.1M,338.59,23773,6h,3.75%,,-,https://t.me/bebop_solana,2024-11-28 03:48:50,2024-12-04 10:41:44,353.5K,+37.54%
122,XIAOLAN FRENS,HxD6aVwUgoS4jQ52myMusvStjro7tojF633sBvGfamtQ,32.88%,-37.14%,-81.79%,793,135.9K,1.8M,562.91,28645,20h,2.7%,Add Liquidity,-,https://t.me/XIAOLAN_FRENS_Portal,2024-11-28 03:19:44,2024-12-04 10:41:44,444K,+32.88%
123,Jus a Chil Gai,6jJYZ6FPLJXuSpwXkmc7sDwwoiCM8WFd4gJkQQ7K422E,41.9%,8.68%,-77.8%,697,193.3K,3M,576.16,26807,17h,3.18%,Add Liquidity,-,https://t.me/Jus_a_Chil_Gai,2024-11-28 03:00:22,2024-12-04 10:41:44,1.1,+50.57%
124,Jus a Chil Gai,6jJYZ6FPLJXuSpwXkmc7sDwwoiCM8WFd4gJkQQ7K422E,35.33%,-26.91%,-80.66%,831,167.3K,2.9M,571.92,27570,16h,3.08%,Add Liquidity,-,https://t.me/Jus_a_Chil_Gai,2024-11-28 02:17:21,2024-12-04 10:41:44,766.7K,+35.33%
125,WAGMI COIN,GZpi45jNfL6HxcaAsNK6C1uTPFfvizQxtWCyfNa8MDav,34.22%,-21.47%,-52.77%,501,177.2K,5.4M,746.21,24030,14h,3.01%,Add Liquidity,-,https://t.me/WAGMI_COIN_Portal,2024-11-28 02:10:11,2024-12-04 10:41:44,1.4,+34.17%
