datetime,o,h,l,c,v,address,type,token,timestamp
2024-11-17 06:00:00,0.0032521628783888316,0.0034372113807374176,0.0023666536880790814,0.0025574366333515138,248993789.04575568,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 06:00:00
2024-11-17 07:00:00,0.0025574366333515138,0.0031787181289881527,0.001837272408337044,0.0019626779911592397,311847522.0438431,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 07:00:00
2024-11-17 08:00:00,0.0019626779911592397,0.003256019932595113,0.001958506469465754,0.0023743908371089396,208177222.3151611,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 08:00:00
2024-11-17 09:00:00,0.0023743908371089396,0.0027262043117219728,0.002017648860598053,0.0023273275122053273,117651334.47446187,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 09:00:00
2024-11-17 10:00:00,0.0023273275122053273,0.0029125370224412574,0.001576634151511974,0.002075431911516741,337043054.0617722,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 10:00:00
2024-11-17 11:00:00,0.002075431911516741,0.002194128207701957,0.0015687461623230307,0.0015774660627110076,138003377.71935803,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 11:00:00
2024-11-17 12:00:00,0.0015774660627110076,0.0017961405731109663,0.0010222285211496024,0.0017570572028730307,273763265.95141864,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 12:00:00
2024-11-17 13:00:00,0.0017570572028730307,0.0025922832910648197,0.0016154388473653002,0.002160443683011148,219334080.85295612,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 13:00:00
2024-11-17 14:00:00,0.002160443683011148,0.002627280398045395,0.0018245817881905881,0.0025876103125663137,125755115.91569902,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 14:00:00
2024-11-17 15:00:00,0.0025876103125663137,0.0036953950997645237,0.0024380193756979515,0.003120552318670378,212793991.83253887,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 15:00:00
2024-11-17 16:00:00,0.003120552318670378,0.004253106805694707,0.0026320502558840877,0.003074985367668114,99656270.86567996,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 16:00:00
2024-11-17 17:00:00,0.003074985367668114,0.003074985367668114,0.0021855643592054415,0.0022031550547125674,67445552.72395806,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 17:00:00
2024-11-17 18:00:00,0.0022031550547125674,0.02276324183784069,0.0021436478197201484,0.0022539063893707674,145238597.51465908,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 18:00:00
2024-11-17 19:00:00,0.0022539063893707674,0.00245678796167577,0.0018088056183118773,0.0018088056183118773,44562489.28424004,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 19:00:00
2024-11-17 20:00:00,0.0018088056183118773,0.010484904168395079,0.0017615905149783245,0.004152351150576435,769386484.1329346,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 20:00:00
2024-11-17 21:00:00,0.004152351150576435,0.0047367158352024435,0.003496514486203341,0.0039228437127037915,203154246.06079236,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 21:00:00
2024-11-17 22:00:00,0.0039228437127037915,0.004636054642350839,0.003020431282726989,0.003981328598117367,134573888.33774203,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 22:00:00
2024-11-17 23:00:00,0.003981328598117367,0.005225349088260289,0.0030088733959871255,0.003806031862642475,124637890.9981501,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-17 23:00:00
2024-11-18 00:00:00,0.003806031862642475,0.006054202536314386,0.00362997645281024,0.00591529215232509,98213170.56557508,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-18 00:00:00
2024-11-18 01:00:00,0.00591529215232509,0.006052032221039379,0.003915061142244483,0.004181260922900077,94644197.735336,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-18 01:00:00
2024-11-18 02:00:00,0.004181260922900077,0.005315200488968524,0.0034241388046571445,0.003557942190121829,79531548.57679611,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-18 02:00:00
2024-11-18 03:00:00,0.003557942190121829,0.003599889112137052,0.0028423758287761444,0.0030581217813844905,84615598.68699606,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,1H,24nieqR3QwoMxM79mvekz8SBUqzx26aNVUUmCUggpump,2024-11-18 03:00:00
