row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
117,First ever TikTok party,Dui7XRxho38Qxdj4UNnCpvq9LSqJbStaYVfLAthSpump,19.42%,695.3%,695.3%,828,6.8K,54.7K,55.11,146,32min,29.46%,0%,-,,2024-11-20 01:45:37
118,FREG,7VR8w5qGc5mYcdscznMChDMdRHBeogko5TWCeDgZpump,61.45%,80.26%,180.5%,50,45.6K,402.5K,149.47,1029,7d,23.88%,0%,-,https://t.me/fregctoportal,2024-11-20 01:45:37
119,Base On Solona,D4DUYyRt52d3P5dADCvDKBcvaEH5b5cgRCJRCAVMKYMN,1.04%,198.6%,198.6%,18,243.2,55K,56.54,50,,33%,3.29%,-,,2024-11-20 01:45:37
120,KilRoy,85SH6eFAq5XYSRsZJiJ1iretAtZy78QyiHpEyBXopump,20.09%,786.5%,786.5%,1374,229.9K,226.1K,123.49,777,42min,4.63%,0%,-,,2024-11-20 01:45:37
121,grumpy,CezkeRvN9Yr1FdLzw1U4BKGHhasezo9iMpUAzjYpump,2.05%,1022.7%,1022.7%,210,1.9K,74.7K,70.88,71,30min,33.57%,0%,-,https://t.me/GrumpyTokenFun,2024-11-20 01:45:37
122,Gang Gang,EQNWraihhksT7QyEE62yd1RJ3E1gerGmLJUzmjwaymbz,18.04%,120.5%,379.2%,41,9.8K,190.5K,111.73,483,4s,21.54%,0% ,-,,2024-11-20 01:45:37
123,REDACTED,7obodvbnHpfDAqgrC3bP4jt5JTnSeQUEVSYhJXfWpump,46.16%,65.97%,2024.9%,92,22.2K,145.7K,83.23,596,1h,19.83%,3.46%,-,https://t.me/TRUEredacted1947,2024-11-20 01:45:37
124,Keanu,A88EaDaxmui6kGAy9MqEhLSpx1Ds4bHcPeK3kNVXpump,32.14%,7061%,7061%,81,37K,476.9K,163.94,294,41min,23.57%,0.71%,-,https://t.me/Keanuxyz,2024-11-20 01:45:37
125,Patrick Bateman,TZHSntr7L4NUecnWJej6bw6FrePdTtTrbfFQ9kspump,72.62%,1418.3%,1418.3%,117,32.8K,105.7K,74.23,249,13min,32.29%,5.4% Buy More,-,,2024-11-20 01:45:37
126,Pixel Peanut,E2TE1wTpwxogqJXxfUZAX88WJcrRS6LCp3UWHYtbpump,33.65%,919.7%,919.7%,431,91.1K,257.9K,122.24,566,27min,11.2%,0%,-,https://t.me/pixel_pnut,2024-11-20 01:45:37
127,Book of Peanut,J761buwAZN6rqKGD25ygNUqYbSL98NEFoWTXXmLHpump,40.49%,1463.3%,1463.3%,1477,179.7K,199.5K,103.18,479,14min,7.86%,0%,-,,2024-11-20 01:45:37
128,Doomscrolling,CVqecYzJgKoEAVzhwgTwN67XuKmnY7T7NmpGZ3Xfpump,31.16%,114.4%,1083.5%,35,6.3K,77.8K,73.76,142,49d,32.5%,0%,-,,2024-11-20 01:45:37
129,REDACTED,2uARjfSRKWP6NjNbU3RaVYxEkip17r4BYjNeaXApdvzZ,0.46%,1137.3%,1137.3%,46,394.1,85.6K,77.64,245,33min,11.35%,0.12%,-,https://t.me/TRUEredacted1947,2024-11-20 01:45:37
130,cat most wanted,FwUvPyApfdkqUTetsxxuh2cP4tBJ2cUezHJ9DqcJKGk5,30.99%,311.7%,2249.2%,120,2.8K,120.7K,89.6,115,98d,20.09%,0%,-,https://t.me/ninjacatworld,2024-11-20 01:45:37
131,$40M,BghKEDikWr666SS6M6geNasARatshdNLGRYMLPnqpump,45.44%,6858.8%,6858.8%,725,248.8K,476.2K,123.05,779,15min,24.87%,3.46%,-,,2024-11-20 01:45:37
132,SPARK,BujoKUCnbtY8zv6ptspT8sYQKx6xmaKNrmk6MbB4pump,13.58%,637.7%,637.7%,964,161.6K,187.3K,112.43,719,31min,9.18%,4.66%,-,,2024-11-20 01:45:37
133,genz toy,CSVS2Kt3p2W1gK8xVquD5TUV53R2eZQUXkVkei1pump,16.26%,1216.3%,1216.3%,154,17.4K,92.9K,80.75,396,32min,18.28%,0%,-,,2024-11-20 01:45:37
134,gen16z,2M1abNT86ZHBgSwJ27Hb6TZ1xZdvcGagoNAGwk3wpump,20.78%,1083.3%,1083.3%,301,43.3K,81.5K,51.05,326,32min,22.14%,0%,-,https://t.me/gen16zcapital,2024-11-20 01:45:37
135,Piss Nuke Tutorial,HBW5j35z4fvjJ1mY3jAzebx5bYtJg4nHKzzfenGGpump,131.7%,837.9%,788.7%,141,49.2K,117.3K,61.04,164,4d,35.73%,0%,-,,2024-11-20 01:45:37
136,Jason's Dog,ice1K4tLkhadWztFD1rcmNKUyq5Ab7G3M8Ye5oQBWn1,492.7%,492.7%,492.7%,22,21.6K,154.2K,109.12,66,146d,14.5%,0%,-,,2024-11-20 01:45:37
137,3am motivation,6KGAjhvXi3zsgCehCf48RqGvyVuGW5vQb1TgahLfpump,75.85%,305.1%,369.1%,69,13.1K,70.7K,55.53,183,47d,25.48%,0%,-,,2024-11-20 01:45:37
138,NOT GONNA LIE,Ej2JpkBpRWpe7YMTt2ks89umA6NpomntPod7ThoXpump,13.51%,2725.4%,2725.4%,147,37.4K,199.6K,113.49,468,20min,27.38%,0%,-,,2024-11-20 01:45:37
139,blob,92kxUXDsBQLy5ptGxtmH9CDYd5E6ZQynzf2eFPiUpump,9.33%,75.56%,286.4%,148,107.8K,5.3M,825.34,1823,15d,18.17%,0%,-,https://t.me/justablob,2024-11-20 01:45:37
140,im just a chill admin,2tppqZ3LRP9wYfNcgJ3sH2myhzKKcbm2iCspXTgApump,80.77%,645.7%,645.7%,180,25.8K,57.4K,37.7,128,42min,18.67%,0%,-,,2024-11-20 01:45:37
141,pull,AFpTj3U5EXME5WxMT1jMJtuf2QWEqGCsLmxpnuuTpump,145.3%,198.5%,748.7%,82,17.7K,240.7K,106.19,413,60d,21.11%,0%,-,https://t.me/MYTHICALPORTALCTO,2024-11-20 01:45:37
142,Legend Bros,sBdqP8JvQ6SSwqoyLiVWj9Py8x8j4J6z14wyEPCpump,8.97%,1121.7%,1121.7%,202,2.3K,80.7K,74.95,95,30min,32.01%,0%,-,https://t.me/LegendBrosChannel,2024-11-20 01:45:37
143,Cuddle Cats,4mY1CSAwEYt4FMv7xk32i3KfStPr9hxHX6HzZgY1pump,469.7%,469.7%,469.7%,4,19.1K,132.6K,17.11,56,68d,12.61%,0%,-,https://t.me/cuddlecatsfun,2024-11-20 01:45:37
144,MooCat,EkgXMm83Z6pakAuKgMjN2XpvcGFm5SHFrrkcEZM9pump,61.3%,533.7%,533.7%,1082,196.7K,161.8K,99.17,714,28min,4.07%,0%,-,,2024-11-20 01:45:37
145,HATSUNE MIKU,C89bsKbhbJyoY6ssu4m1oX1dwRvJngNc6nV2Q6tBpump,60.79%,581.1%,3038.5%,185,61.8K,586.8K,176.78,1256,1d,24.7%,0%,-,https://t.me/hatsunemiku,2024-11-20 01:45:37
146,NEW RESCUED BABY SEAL,Ga8f5sSupJGWVb3aDvCfZExXgfyaKF2sMXqT6e2xpump,47.89%,47.89%,1683%,2,5.2K,127.2K,78.61,20,29d,12.91%,0%,-,,2024-11-20 01:45:37
147,gen z acceleration,AK3HUABPESL78ceYcXFC68sBmtyKCawkx9Fowq1Upump,32.16%,1309.6%,1309.6%,352,31.9K,96.6K,76.81,288,32min,21.76%,0%,-,,2024-11-20 01:45:37
148,SomethingStupidSeemsToAlwaysRun,Hz94d6YyJWuSwDbzpXYjmWPhyXM23G5MuQcYxEiCpump,51.64%,3400.4%,3400.4%,335,71K,236.7K,121.5,576,26min,24.04%,0%,-,https://t.me/SSSTARCTO,2024-11-20 01:45:37
149,New Baby Hippo Wildlands Zoo,BP8p8iLrEWFaquAXFzRz72A3Y4jfdVACLUN1qsxApump,20.29%,1631.1%,1631.1%,1039,46.6K,126.2K,82.9,367,16min,24.91%,0%,-,,2024-11-20 01:45:37
150,Just a giga chill,wvGbzVbuGc7Vw9JsdUr5fbjWpTrgcG8iZCy4fHzpump,38.4%,1194.6%,1194.6%,114,22.2K,89.6K,69.39,396,36min,18.63%,0%,-,,2024-11-20 01:45:37
151,SEAHAM,56NqXCH62GGKhXgiHJ6CtDoRXsADcQf1CgYqqfhhpump,1081.5%,1081.5%,1081.5%,179,70.7K,146.4K,79.01,55,13s,33.45%,4.7%,-,,2024-11-20 01:45:37
152,Peanut&Friends,dAEjAfkb5CurxXyWBFW3ti4MHT4BhDUyA1pce4qpump,7.36%,1153.7%,1153.7%,963,340.6K,318.9K,148.21,1120,38min,10.64%,0%,-,https://t.me/peanutfriends_pump,2024-11-20 01:45:37
153,BUU,xvJKxYDXsPSi4stLVRZ39kTZvGMk3HVyXgF3vzGzbuu,4.01%,936.2%,936.2%,126,1.5K,69.3K,66.16,78,30min,31.13%,0%,-,https://t.me/solbuulol,2024-11-20 01:45:37
