row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
118,First DNA on the Blockchain,6SWaQkZFKupdsPBnrJydbxuZLVg3bDmWvJ8PFrvSpump,,,,170,54.4K,897.3K,244.49,2330,2h,17.1%,0%,-,,2024-11-19 01:41:16
119,Big Titty Goth GF,3T7HjiuNcvZoQb6qQFBYmeiLm3jdGc2hth13hrGkpump,2.32%,30.32%,97.47%,48,5.1K,843.6K,273.63,834,1d,27.82%,10% Add Liquidity,-,https://t.me/gothgftoken,2024-11-19 01:41:16
120,Baby Peanut,2NdVT9iYQQfGE5vjNkCDTFiWijDwxqHAx4A9PeP7pump,16.26%,68.39%,236.4%,68,23.5K,834.4K,323.6,1485,9d,24.49%,0.01% Sell Part,-,https://t.me/ctobabyp,2024-11-19 01:41:16
121,Upgrates,Dd917ev4Zzde2BkPm31FTLseHNHamJPPUwQgGAybpump,14.45%,26.62%,52.36%,48,34.8K,5.2M,713.14,2321,2d,16.42%,0%,-,https://t.me/upgratesai,2024-11-19 01:41:16
122,spencience,7hfP5T1rirsb1EhhLrRnsM8EN3FCaio7cmAwMdcypump,42.81%,90.98%,73.17%,34,36K,3.1M,523.8,1678,2d,16.49%,2.01% Buy More,-,,2024-11-19 01:41:16
123,CODEXX102,AQGzHdyUcLx1sWcd4NRSAuHCGnCCu7W1YCN9raswpump,,,,722,238.4K,1M,238.92,1691,46min,16.06%,0.26%,-,,2024-11-19 01:41:16
124,goob,74ZnBs4M4q2icYPLKry6RDFhCEKwgYNZAqq5Hxjkpump,52.52%,211.5%,248.6%,71,33.6K,941.6K,258.3,1095,1d,22.9%,0%,-,https://t.me/goobctoportal,2024-11-19 01:41:16
125,Sendor,4dPW2SdbKcTEUiHpQRTWspT78zgS98v5TMhVpGPoPLzq,18.83%,22.39%,58.27%,9,2K,1.6M,321.99,1037,1d,29.28%,4.04% Sell Part,-,https://t.me/SendorSolanaPortal,2024-11-19 01:41:16
126,Mike Ass,9adFNXBWuuwZNKhdzbC2qDfbp3R1tvt9ChqFp4Pnpump,,,,1505,767.6K,2.1M,382.75,2648,32min,17.96%,0% Sell Part,-,https://t.me/mikesassol,2024-11-19 01:41:16
127,Genesis by Zerebro,5TGaLVBNtkCwPaWZ6Zy71PcgaJrRyPnTFtBC5gAUpump,,,,659,291.3K,1.5M,337.26,1804,38min,26.53%,2.91%,-,,2024-11-19 01:41:16
128,Squishy The Squirrel,F7TkhEjdSaAa5h2kyP2XE2ZJWQe7XiBnjdBbih5Hpump,78.12%,41.69%,7890.1%,1437,39.5K,533.8K,168.88,1055,2h,20.37%,0%,-,https://t.me/squishyChatSol,2024-11-19 01:41:16
129,Squishy The Squirrel,F7TkhEjdSaAa5h2kyP2XE2ZJWQe7XiBnjdBbih5Hpump,78.09%,41.68%,7889.7%,1444,39.5K,533.8K,168.88,1055,2h,20.37%,0%,-,https://t.me/squishyChatSol,2024-11-19 01:41:16
130,Squishy The Squirrel,F7TkhEjdSaAa5h2kyP2XE2ZJWQe7XiBnjdBbih5Hpump,73.33%,42.52%,7936.8%,1456,39.7K,537K,168.88,1055,2h,20.37%,0%,-,https://t.me/squishyChatSol,2024-11-19 01:41:16
131,Squishy The Squirrel,F7TkhEjdSaAa5h2kyP2XE2ZJWQe7XiBnjdBbih5Hpump,74.94%,43.85%,8011.6%,1448,39.3K,542K,168.88,1055,2h,20.37%,0%,-,https://t.me/squishyChatSol,2024-11-19 01:41:16
132,Litecat,BYAW2SPhHeueCcPpwwXkfNikLnmLBcmFzQHiafDypump,105.2%,7910.3%,7910.3%,1121,440.1K,507.4K,188.84,882,11min,29.33%,0%,-,,2024-11-19 01:41:16
133,bonkguy was right,E3enwdJowhDeRe3f7mMwAZGVkJ5aWEtPUGRusP2Jpump,76.5%,73.49%,341.2%,71,97.8K,4.5M,502.7,1099,2d,27.34%,0%,-,,2024-11-19 01:41:16
134,FIRE GARY GENSLER,B3XDqMSNyjMrVnFBAhCuJYCovq1LtU33K51dwSA3pump,12.16%,41.16%,219.8%,87,35K,2.9M,485.88,1993,3d,31.68%,4.7% Sell Part,-,https://t.me/nextgem_callss,2024-11-19 01:41:16
135,blormmy,71AZt4P5kc5vpfTJR1HjNbMzD84G7vxam4DtL3kJpump,17.29%,55.69%,61.23%,77,35.4K,4.9M,782.25,1565,14d,17.71%,0%,-,,2024-11-19 01:41:16
136,OKX MASCOT BLOCKY,CgkueEMqgSfuTwnVRJRCNg82Uenf5ySPJP1xU2hPpump,,,,1700,704.4K,1.4M,330.15,1718,20min,15.47%,0.04% Buy More,-,https://t.me/OKXblocky,2024-11-19 01:41:16
137,Mechazilla for Scale,9MT9TEqxJQcSYjzBhXJzQvQa7rvjPLN7FyamYvZpump,290.9%,304.9%,351.8%,96,90K,890.9K,187.79,1076,3d,25.42%,0%,-,https://t.me/MechazillaForScale,2024-11-19 01:41:16
138,LONG,2HUDMBsnctpkQo2fdf6Z4ECrXhAJbemJ4NJr4X9Spump,7.68%,-8.58%,12.65%,17,4.1K,929K,274.25,1056,3d,17.82%,1.64% Buy More,-,https://t.me/thetickerislong,2024-11-19 01:41:16
139,Pump Plays Pokemon,JCEAhbs5giqvXX1uNqkqTViUgkjbMFC6MWb8uL5opump,18.08%,80.93%,334.7%,13,5K,880.6K,285.29,859,1d,22.73%,2.89% Sell Part,-,https://t.me/pumpplayspokemon,2024-11-19 01:41:16
140,choccy milk cat,DFy12AkbxKnR2s2gaYz1AvxgxqGDrMEjjzK1GG3Ypump,515.9%,566.9%,482.7%,112,108.7K,2.8M,254.07,1115,22d,22.69%,4%,-,,2024-11-19 01:41:16
141,Urolithin A,FvgqHMfL9yn39V79huDPy3YUNDoYJpuLWng2JfmQpump,6.1%,62.41%,19.26%,131,111.5K,3.4M,587.7,1618,55d,19.78%,0%,-,https://t.me/pump_science,2024-11-19 01:41:16
142,BETCH SQUIRREL,M3K46iSATg4QWstK86NrQKy7wDqvb5EBSNv8M2Lpump,,,,137,9.5K,1.1M,286.08,2616,43min,5.25%,0.13%,-,https://t.me/betch_solana,2024-11-19 01:41:16
143,TOP HAT,AxGAbdFtdbj2oNXa4dKqFvwHzgFtW9mFHWmd7vQfpump,78%,62.87%,121.6%,15,63.9K,6.8M,671.42,1091,15d,19.36%,0%,-,https://t.me/tophatwizards,2024-11-19 01:41:16
144,Peanut the Doge,Gk9271TctNozLEDAhMmGW5X9giHPHNY9AEJWmWnVpump,2.2%,31.43%,47.75%,19,9.1K,1.1M,388.71,917,1d,35.51%,0%,-,https://t.me/PEANUTtheDOGE,2024-11-19 01:41:16
145,fug,76Jkgbh2v5pdqBvSKStyxL7Q135dDcuh4eatCFvpump,33.02%,-14.44%,83.49%,72,185K,4.9M,748.46,2536,5d,22.31%,0%,-,https://t.me/fug_cto,2024-11-19 01:41:16
146,IRON MIKE,GFXcE4qbGpPWWtRKnDLxqMVUopmWYbqyoy9opmG3pump,,,,1199,247.3K,760.7K,212.6,1068,24min,11.24%,3.8%,-,https://t.me/legend_ironM,2024-11-19 01:41:16
147,Solana Foundation Cat,DPfhZt2wjTYTsA3JjNEJCDyX3Rn1ef8sbje6AMGDpump,97.42%,1720%,1436.7%,433,452.1K,6.6M,957.47,1806,31d,21.48%,0%,-,https://t.me/soliloquycto,2024-11-19 01:41:16
148,Bitcat,4j9bDg7iWNah1Qa61rrqwWZMtEdqV3fV56SzyhfNpump,59.79%,99999%,99999%,,,9.4M,939.59,6309,42min,10.92%,0%,-,,2024-11-19 01:41:16
149,Reflections of Dissonance AI,BsAEhPN1DKfpjMoSZ5UnDTL4impSYvT9ZpFjnBD2pump,13.9%,39.79%,76.25%,151,75.1K,6.9M,990.66,7835,3d,13.64%,0%,-,https://t.me/AIKAUNIVERSE,2024-11-19 01:41:16
150,shr00m,Dctsus1FAf1GUJ2mM1TeBL7k1Za7Xk9T34T5vRzvpump,8.68%,11.03%,28.91%,22,17.6K,4.1M,629.75,2001,1d,15.93%,0.02%,-,https://t.me/justshr00m,2024-11-19 01:41:16
151,Kailith,AaoHhEyupbhaASkCCr7AgEvZh8AknSuDFwgw1nskpump,10.56%,66.95%,194.1%,17,3.6K,618K,232.74,824,5d,33.91%,0%,-,https://t.me/KailithIO,2024-11-19 01:41:16
152,spencience,7hfP5T1rirsb1EhhLrRnsM8EN3FCaio7cmAwMdcypump,52.53%,142.6%,138.2%,204,141.4K,5.3M,738.37,2209,5d,16.25%,2.01% Buy More,-,,2024-11-19 01:41:16
153,Griff,BhMQhVJw2g47GAEeHJHTCW5SD3pqCywWRrrFs7e2pump,,,,1565,597.9K,1.6M,321.79,2488,21min,14.59%,0%,-,https://t.me/griffsolana,2024-11-19 01:41:16
154,Trump Shuffle,DueNdyyx5a1ZMeaZr5kSSK3BjM5ADnDmhnD8ya4R8pGE,16.27%,62.95%,383.2%,123,28.5K,1.6M,386.22,2209,2d,23.12%,0.22%,-,https://t.me/TrumpShuffle,2024-11-19 01:41:16
