row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
121,Nino,7F9DPmx3BXgzr9a1eUUZLDkdfzY1NyfKEHRG3BvDpump,29.07%,278.1%,278.1%,15,1.7K,23.5K,28.91,100,50min,29.04%,0%,-,,2024-11-16 05:45:15
122,Lifespan Research Institute,d4KegrUP7axj71pHvmSi2xwYBBR1tLeMqYPMmtYpump,59.13%,340.7%,340.7%,141,20.1K,27.8K,30.2,102,32min,30.33%,0%,-,,2024-11-16 05:45:15
123,BitcoinDNA,43gvQpnLJecSWCGTfRrqiesHktsdEwgdzNheWCbhpump,164.3%,384.3%,401%,77,13.2K,31.5K,36.33,106,1h,27.6%,0%,-,,2024-11-16 05:45:15
124,AiProfluent,2hFtNm1vqfaX6wN3CttTzjRRS19esE3wmA1ik4expump,328.8%,351.5%,351.5%,70,13.6K,28.4K,31.99,42,33min,31.5%,0%,-,,2024-11-16 05:45:15
125,VitaDAO,5tekAtD5iJ4wNJi84cEfFE8R8ZKxZtoGJ7jND2tWpump,223.2%,223.5%,251.7%,70,10.2K,22.7K,26.14,61,1h,25.72%,5.91%,-,,2024-11-16 05:45:15
126,LOOPY,8ksCACkroHmJNwiJQTrpCjxEER7CCV7k9Aza4dJxpump,38.86%,113.6%,2959.2%,184,4.1K,127.7K,106.01,121,38d,10.29%,0%,-,https://t.me/LoopyonSolana,2024-11-16 05:45:15
127,The Most DNA,CuRuMtvvri3dyxkxfLAZi4BPJRfyQddu2riapip8pump,69.1%,778.3%,778.3%,146,11.8K,56K,59.16,253,30min,24.52%,0%,-,,2024-11-16 05:45:15
128,FLY ARMY 20301,F8tmVzAoEZPzymDq9R2gL61NJSPG9fKf2E7wZn7Bpump,18.22%,78.26%,79.59%,14,2.3K,42.1K,48.83,83,16h,43.06%,5.11%,-,https://t.me/flyarmy20301,2024-11-16 05:45:15
129,Sol DNA,GgoUKYrYLz4kFefT3LKUiFEFuvYYkS2ypaU6x5Bipump,66.72%,268.7%,268.7%,263,6.1K,23.3K,23.91,81,99d,24.38%,0%,-,,2024-11-16 05:45:15
130,Big Titty Goth GF,3T7HjiuNcvZoQb6qQFBYmeiLm3jdGc2hth13hrGkpump,2.32%,30.32%,97.47%,48,5.1K,843.6K,273.63,834,1d,27.82%,10% Add Liquidity,-,https://t.me/gothgftoken,2024-11-16 05:45:15
131,Skull Interface,2oV3kugT2EDm6xzgJ9BVERzxLf4bSYYtFPH25isJpump,50.98%,845.6%,1591.4%,215,91.8K,491.5K,149.89,664,3d,26.47%,0.2% Buy More,-,https://t.me/skullinterface,2024-11-16 05:45:15
132,Degen's DNA,E1RXdBgLWMdAhYTsyWC2djn5mB33YjuDkXrFupNmpump,16.98%,201.8%,201.8%,15,1.1K,19.6K,23.83,48,33min,27.66%,0%,-,,2024-11-16 05:45:15
133,Plankton Army,FHNVUesDJPYLcGezEpnRpkiAefnKFQNZcW86BmFopump,16.35%,97.03%,212.5%,161,2K,19.2K,23.27,81,4h,27.22%,0.48% Buy More,-,"https://t.me/PlanktonArmy, https://t.me/+Ao07L6D6MZphODc5",2024-11-16 05:45:15
134,Nicotinamide mononucleotide,D65U9GppMqGNLTgiB5LmR6c78nB37VdNnXszQjMTpump,235.2%,238.5%,238.5%,73,11.5K,20.6K,23.96,29,26min,23.94%,0.36%,-,,2024-11-16 05:45:15
135,First DNA hacking in blockchain,7G5ERzGTd3yAS5Awew6WBvYGkNk8FHLUSW2qsv15pump,88.57%,65.95%,185%,34,4.4K,20.3K,25.01,40,1h,28.95%,0%,-,,2024-11-16 05:45:15
136,SOLective,HQxq44TBqSsT3cyqZcNXbHUuFSaHLJNvJU1NZeHwpump,84.75%,2120.3%,2120.3%,179,44.7K,139.3K,77.11,290,12min,35.05%,3.13%,-,,2024-11-16 05:45:15
137,Magnum Dongs,9Hyb5Q4kyeSBrW1qKwsiPUtnRoidjkXTAyGoDjm2pump,98.36%,139.2%,271.2%,84,4.9K,24.4K,29.97,93,4h,38.5%,0%,-,,2024-11-16 05:45:15
138,sci-hub,GxdTh6udNstGmLLk9ztBb6bkrms7oLbrJp5yzUaVpump,217.4%,770%,770%,173,44.5K,53.3K,53.67,115,53min,39.84%,0.43%,-,,2024-11-16 05:45:15
139,FAKKU,SCGs27AFnkXbjNiLiygGRg8wFN6MAUJvnkQ3g6rgvzm,58.76%,421.1%,647.5%,172,5.5K,46.5K,47.92,182,109d,26.1%,0%,-,,2024-11-16 05:45:15
140,DOME - DNA of MEME,E2dQBcurhuGoPbRCKX91JENahiGmVLioo8gzbtDzpump,26.16%,211.5%,234.5%,21,2.6K,21.8K,26.19,76,1h,25.22%,2.85% Buy More,-,https://t.me/+Hk6_Bqcpf1g1N2Nk,2024-11-16 05:45:15
141,1st Genetically Modified Monkey,EyKZpRvdeTRAVcqBrZU3xk12b5b2r5Rj4ziTWJ5Xpump,81.93%,1705%,1705%,165,53.7K,113.5K,63.02,381,23min,20.71%,0%,-,,2024-11-16 05:45:15
142,Reptile1024,EVdhdgXLk6y3UwxmZKu3aoEcpy4KaHYu825NT7Fcpump,50.64%,72.62%,73.47%,49,9.2K,147.6K,91.73,311,2d,14.33%,5.12% Buy More,-,https://t.me/reptile1024,2024-11-16 05:45:15
143,Luke,EY5iDwZgsZq7TcY9txYPdmw4ucuyPXUWuYeUeRFKpump,16.06%,872.9%,872.9%,76,3.4K,70.1K,71.47,95,34min,19.96%,0%,-,,2024-11-16 05:45:15
144,GOAT DNA,4AkG1TbwLowyw12phoAavS4SEzd561GiYUSuPffMpump,99.18%,309.2%,309.2%,377,8.2K,26.2K,31.18,89,30min,24.86%,0%,-,,2024-11-16 05:45:15
145,First Living Computer,4w4swQBMSn3G8kCPEkgiPiQwQ5gTx3pdjKj5iT96pump,19.99%,44.84%,1300.7%,284,29.1K,89.5K,79.01,489,51s,19.79%,0%,-,,2024-11-16 05:45:15
146,Pozi,5A3TS1kbq8J1ZagEo5RYC2MZsN57eN9mrL1CwqS7pump,173.7%,1529.3%,1529.3%,106,22.4K,100K,79.01,104,49s,46.69%,1.2%,-,,2024-11-16 05:45:15
147,Ozzy The Otter [R.I.P],DZqUytg6SUE7KSmSqmHJaJziZRBvmZPwinWsE1PHpump,6.78%,16.64%,74.89%,14,4.2K,922.3K,325.81,1572,2d,26.16%,0%,-,https://t.me/ozzytheotteronsol,2024-11-16 05:45:15
148,sciHub,F9ZFxW4U44V39eiqMemgNwNpRfXARJDSvyJKmM2ypump,166.9%,250.5%,250.5%,110,8.4K,22.5K,24.22,21,34min,27.86%,0%,-,,2024-11-16 05:45:15
149,Degen's Never Afraid,BQtQMPmUkFDJVFigrVfbiAqEeeWtE6kJve7dy5Sjpump,23.83%,33.66%,223.3%,146,2K,20.7K,25.15,110,1h,27.03%,0%,-,,2024-11-16 05:45:15
150,Hasbulla Second Cat,5YfWrJAZ4F1yPuHdaUCNhewdBiRVJomXoX9hULVapump,514.1%,514.1%,514.1%,166,17.2K,38.6K,43.73,27,2d,32.78%,0%,-,,2024-11-16 05:45:15
151,Dalmy,9tt3RpW64UkXpyDNsR23TDQNA9U6dtwiEySW543upump,62.75%,1950.3%,1950.3%,1949,229.1K,253.6K,127.77,484,6min,10.53%,0%,-,,2024-11-16 05:45:15
152,Viktor,Hcb6LfMcTsCF7eAyN1oqasxbMEA4mHK5HLiscjgkpump,92.36%,911.9%,911.9%,215,19.2K,63.1K,65.07,304,30min,19.37%,0.9% Buy More,-,,2024-11-16 05:45:15
153,SCI-HUB,9Qr8D1cyP37sYBSvFC39JQcFNd9b6QpGDeHeUfsm8j4,183.9%,410.5%,410.5%,163,25.4K,33.3K,33.39,82,5d,38.38%,0.2%,-,,2024-11-16 05:45:15
154,METAP2,4hynREL1L9tDLe4ux3wbWRJSWW6YyDzJBjkdzGDdNcGq,28.49%,667%,667%,27,2.5K,50.2K,52.06,99,40min,40.26%,0%,-,,2024-11-16 05:45:15
155,Xbox 360 Mascot,CFVjNJ5PL2TXZKo1yBs9b5zzSR3TEtnYxePM1BhBpump,22.07%,90.96%,90.96%,22,1.9K,19.1K,22.97,65,31min,18.47%,0%,-,,2024-11-16 05:45:15
156,The Real World,D7wFG1vgiENPW324XLdWRei7XLCWMd8Wuj1UsQHBszBx,9.08%,258.8%,258.8%,12,543.2,30.1K,36.59,53,,44.98%,1.97%,-,https://t.me/s/TheRealWorldAG,2024-11-16 05:45:15
157,coro,C3L1b3qvGywEnzVSp14TgyeoZAtR3XFpHQjYsnw8pump,60.42%,270.8%,270.8%,160,11.1K,24.4K,29.21,77,37min,22.25%,0%,-,,2024-11-16 05:45:15
158,Michelin Man,7STEmB7mxDczdsQ8PpHbpHrUGtLrECoCC4sfXTkSpump,28.47%,353.8%,651.3%,30,4.9K,79.5K,76.2,201,8d,24.91%,0%,-,,2024-11-16 05:45:15
159,Coolio,6dFZdqPkQrRQBFLTme8SXHgwb7PxjSBgZwS69iqapump,15.49%,315.1%,315.1%,12,1.7K,26.9K,31.23,60,42min,33.69%,0%,-,,2024-11-16 05:45:15
160,sapo the frog,8GdLuCopAjKJvfb6uuWsbqrCtmFmFbEvDVdYnXtcEzS8,185.9%,181.6%,208.6%,15,5K,20K,24.95,17,,39.05%,6.42%,-,,2024-11-16 05:45:15
161,Vibe Dog,B5PvFtGqPDdGndKCT8Hq9tQTzT44f4xGfHkFKNvapump,44.97%,410.5%,410.5%,273,6.3K,33.2K,39.56,105,30min,27.72%,0%,-,,2024-11-16 05:45:15
162,Kabosu,GK9YjWDDnAKiRBYCamBo2CLppGeEHCYTWhQkNUuSpump,18.69%,192%,192%,8,1.4K,18.1K,23.48,46,37min,27.21%,0%,-,,2024-11-16 05:45:15
163,CCRU,Bdd3PmWpe5KZCmtFX8DjbiaNu9AynZZckVkd9kNspump,37.94%,214.3%,214.3%,91,11.4K,20.1K,24.32,72,20d,28.7%,0%,-,,2024-11-16 05:45:15
164,Grok and Wojak,iY6vjpCiRHPu2WiGHWbHVLw6fYm2hpP7vfeFfDApump,764.3%,764.3%,764.3%,83,23.4K,186.7K,120.78,130,94d,19.68%,0%,-,https://t.me/GROJAK_Onsol,2024-11-16 05:45:15
165,GNARP,6mU9HTwxQx52PabaycPALYSkDztexkoUw1BhZRLqpump,86.56%,315.4%,315.4%,55,5.7K,26.1K,26.17,62,38min,30.51%,0%,-,,2024-11-16 05:45:15
166,Mocha Pom,9saZXmUEVPYm19VVTa1cvgqfuh3ujvS1GSzUtPg2pump,13.33%,91.69%,328.9%,30,1.6K,107.7K,92.2,566,37d,23.43%,0%,-,https://t.me/Mochapom,2024-11-16 05:45:15
167,ByteCoin,84pT8XGjomUXY8yBjTuARcfqMJNvaK2fcFXiadmppump,7.06%,143.1%,218.6%,15,595.2,19.5K,23.58,106,1h,25.4%,0.19% Buy More,-,https://t.me/BytecoinHodlGang,2024-11-16 05:45:15
168,Alien Cat,FxEVg18oYRtUHzNkzWgXzEfxyfGBv41MKGhfBzftpump,16.64%,144.1%,253%,113,1.6K,22.1K,24.64,81,1h,26.06%,0%,-,,2024-11-16 05:45:15
169,Dont die,2b81XhWRnztcFB9MjvmeLfJv2ZtbAz1fUuhTar9epump,2.8%,255.9%,255.9%,15,1K,22K,26.76,104,34min,29.11%,1.76%,-,,2024-11-16 05:45:15
170,Penicillin the Miracle Drug,672FqxmogBnH3Ko1EmwZxkPrNMp23ZyeJXYgXWrUpump,120.5%,228.8%,229.8%,107,10.5K,20.4K,23.19,66,2d,23.56%,0%,-,,2024-11-16 05:45:15
171,Gody,7RbjR5inmXAVZJEbx8fh3igMkCBUsXe2DfmFZPRJpump,28.34%,825.2%,825.2%,85,4.3K,67.6K,69.28,82,30min,20.79%,0%,-,,2024-11-16 05:45:15
172,Alexandra Elbakyan,CTk3sr54eyKmchUWd8k7paDfDsRbTehE36TqecgBpump,20.57%,1016.8%,1016.8%,58,13.6K,72.5K,56.7,233,52min,21.17%,0%,-,,2024-11-16 05:45:15
173,Dennis Porter,EorA1jCfSn3UZBhfFGbNXmBCjGUnZdvpxM4hyc8kpump,177.1%,222%,233.5%,22,11K,22.7K,27.61,23,6h,36.29%,1.65% Buy More,-,,2024-11-16 05:45:15
174,Cart Cat,128J7D2pSwsmpKP5j1gcvJw6e5QDUL5Du5SU2kgbpump,61.51%,514.7%,514.7%,352,12.4K,539.8K,165.95,308,47d,17.18%,0%,-,"http://t.me/cartcatsolana, https://t.me/cartcatsolana",2024-11-16 05:45:15
175,Your Name 2016,HdEGtaqQeMq1NkYHjXx9A9bhbUp3a6BSfGAsTLLnpump,22.48%,64.25%,63.31%,85,3.1K,183.7K,105.92,160,1d,36.84%,0%,-,https://t.me/yourname2016_sol,2024-11-16 05:45:15
176,The first science coin,Hb67NmR77u38goMDG7dWuryjzRMPnsTe7YUiV1NKpump,211.1%,286.1%,286.1%,53,13.5K,25.3K,30.49,19,40min,32.14%,0%,-,,2024-11-16 05:45:15
177,z-library,8hHcXxGF9UVH9BUeEVhGNQL8xEE6awK91UF4ERirx12g,188.9%,262.9%,262.9%,49,10.3K,22.4K,23.94,17,7d,34.04%,0.02%,-,http://t.me/zlibrary_official,2024-11-16 05:45:15
178,Dollarydoos,4hybbRZKSEah6JkT5Fc9it1xTBBkhZV6mFpzLvgzpump,70.13%,129%,191.6%,25,3.3K,19.1K,23.07,54,8h,25.12%,6.15% Buy More,-,,2024-11-16 05:45:15
179,litecoin mascot,J252vEBJq8iABpPqAz9M7AYn6y6F3FoEssjXwF81pump,156.8%,146.5%,105.1%,51,67K,1.7M,266.11,1235,1d,25.51%,0%,-,https://t.me/chikuncto,2024-11-16 05:45:15
180,It's In My DNA,2JMxKZjGDbZ2X2NgtrCwznfqoqD1xDvcF3hfRxVypump,3.47%,365.6%,365.6%,280,6.4K,30.5K,30.06,110,36min,22.52%,0%,-,,2024-11-16 05:45:15
181,SpaceXCats,5qShcQEk533unfHvdpb8RauaXURmqZ76AjQxEGhu5fjk,521.7%,434.7%,434.7%,52,10.5K,39.4K,45.92,33,,47.17%,16.88% Buy More,-,https://t.me/SpaceXCats,2024-11-16 05:45:15
182,SUDAN,BA9FtDerqvFVREFcYRHimiibEwm6Km3e3W8XdmPmpump,56.44%,636.6%,636.6%,161,12.6K,47.5K,51.46,332,37min,17.72%,0%,-,,2024-11-16 05:45:15
183,TUWTL,7rXAyMke9CD3CMwZqcK5S89c9kgzRqCC5zzxBuLipump,126.7%,309.8%,252.9%,127,9.1K,36.1K,41.18,101,6h,27%,1.34%,-,https://t.me/tuwtl,2024-11-16 05:45:15
184,Free Books,74LzdJf4aZwCmYLsE2PAzn94VjsceaKwRWCJPfQqpump,43.43%,346.6%,346.6%,40,6.4K,28K,30.43,93,150d,23.66%,0%,-,,2024-11-16 05:45:15
185,catwiflove,HSazGxaU7kLAQfjqhg13XajWdbWVUXe8jpK8NguXpump,23.98%,549.4%,549.4%,34,7.8K,42.1K,43.42,121,30min,27.26%,2.61%,-,,2024-11-16 05:45:15
186,SOL DOG VIBES,EYWgHCqvDzUszcqdxtko9BsQm6c1M2diGhwgGAuBpump,24.93%,47.57%,225.2%,7,2K,20.6K,22.94,124,4h,21.83%,0%,-,,2024-11-16 05:45:15
187,OG Litecoin mascot,DkVw3rVpjrt3zDrSDEKSvQ1fF4n9eQmAWQofTRSNpump,104.5%,876.7%,717%,421,127.3K,438.3K,189.02,1446,2d,16.69%,0%,-,https://t.me/ARRISE_CHICKUNN,2024-11-16 05:45:15
188,Baby DOGE,GAbXty5pdUyP9NBhE2koSDEVegpcQBvmmJdcVWdDpump,11.89%,34.1%,198.6%,12,732.4,19.1K,23.01,181,2h,23.25%,0%,-,,2024-11-16 05:45:15
189,The Creature,4Fsc9LSUikvArTSTECXgu3w8PBmxXMvPBXcxrLQfpump,638.4%,638.4%,643.4%,133,13.8K,45.7K,31.94,30,3h,31.29%,0.82% Buy More,-,,2024-11-16 05:45:15
190,Gooner Mascot,9JW7z2w6iMkEtEvwHkpASt1xcBWdUAzP7qfnqJFfpump,200.3%,364.2%,359.4%,151,14.7K,31.3K,33.28,124,1d,27.08%,0%,-,,2024-11-16 05:45:15
191,KOKO,Aehjq52VwuRYodx7GSN2uo8vffV3DCAC9RdPyPsPpump,110.5%,1405.2%,1405.2%,1249,120.4K,185.5K,79.01,395,4min,10.27%,0%,-,,2024-11-16 05:45:15
192,Abdu Rozik Cat,EYuQPtmRiUvDAbrxaBWsHuofEbBGedQXcbNVWKhApump,13.37%,247.6%,247.6%,10,911.5,22.8K,27.74,56,56min,23.87%,0%,-,,2024-11-16 05:45:15
193,Life of Ibelin,WfgnNSswZsSEHuzKPmPB5CJEiN9F1yyHF2eJkqEpump,2.59%,351.4%,351.4%,77,6K,28.7K,28.31,66,41min,23.32%,2.78% Buy More,-,,2024-11-16 05:45:15
194,Jewels Da Goat,EFY8GToe4HrmpYrRpfRUgNEPmfVnUbZrsUhd2mJQpump,24.16%,205%,205%,15,1.4K,19.3K,23.16,45,44min,24.53%,2.79%,-,,2024-11-16 05:45:15
195,Toni baby Hippo,GHywJzxs6dL44eVvA24hKvWoWvRqN8pTZTdux6AYpump,17.54%,266.4%,1144.6%,124,6.4K,204.5K,129.64,495,17d,20.92%,0%,-,http://t.me/tonionsol,2024-11-16 05:45:15
196,Wait For It,5SMF3nwBHuwHiS2YERWMyYkrhMfxFT1kCSvoftGVpump,22.82%,276.3%,276.3%,49,4.1K,26.8K,33.1,102,34min,26.05%,0%,-,,2024-11-16 05:45:15
197,SpaceXCats,C3xAum9j35uQ5gjqC6ZjakWMVfv7hd7zZPhGu7TSRyGV,457.4%,454.3%,454.3%,54,9.9K,40.7K,45.53,29,,47.39%,17.16% Buy More,-,https://t.me/SpaceXCats,2024-11-16 05:45:15
198,BORREZ,7M7aimp6Gj8S1FMXvpqNoi8DYvkMWch4TUGbncJjpump,349%,572.8%,572.8%,228,35.6K,43.8K,41.58,98,30min,25.97%,0%,-,,2024-11-16 05:45:15
199,Happy Squirrel,HZ8ayb5Q47Msr9HbZu7S6H39pfqKt1JjzMrPRpkvpump,25.31%,57.48%,175%,15,3.5K,19.8K,25.14,34,1h,21.08%,0%,-,,2024-11-16 05:45:15
200,business,9iPZuEAdFZnBSsFVkuGAKWJYue46wKyRYZa6bSJnpump,19.37%,289.8%,289.8%,150,2.3K,24.6K,30.31,95,30min,27.86%,0%,-,,2024-11-16 05:45:15
201,Sir.Nibiru,GVPQMyg3q1P4nb4vGxtTzN19gWuMNWm4hhAStSNb7K7V,13.07%,16.62%,50.01%,2,646.8,20.5K,25.14,65,,39.36%,6.55%,-,https://t.me/sirnibiru,2024-11-16 05:45:15
202,libgen,SF2FLBVTDkPxyynxwVox7AhAqD2aGmXV25XtQ9Wpump,12.58%,244.9%,244.9%,27,3.2K,21.3K,25.99,115,47min,23.49%,0.18% Buy More,-,,2024-11-16 05:45:15
203,PoopToken,z6oW6ndTDQMFBiKV1siGUuZPqsNXf2SVDN8pfEcpump,40.01%,2813.2%,2813.2%,2053,259.9K,326.4K,148.82,639,13min,8.27%,0%,-,,2024-11-16 05:45:15
204,Deva the Devcon Unicorn,31nJCSqBJ4UpZxJTFY8G696bUXNSb5uX5GP7vRqDpump,125.3%,483.1%,483.1%,157,28.4K,38K,41.08,155,39min,19.3%,0%,-,,2024-11-16 05:45:15
205,Pnuts Freedom Farm,8h2fp115XgoepdtPssX6aqvfMFB6P51gnd78Q8Tzpump,89.88%,262.6%,262.6%,35,6.6K,23.1K,24.21,38,14d,30.43%,0%,-,,2024-11-16 05:45:15
206,Fisetin,6JgKmMqE7pvDWmBSW8s9RhfXp8NpnxSJczm7pgu8pump,101.7%,99.51%,231%,20,5.1K,21.1K,25.4,18,56d,35.89%,0%,-,,2024-11-16 05:45:15
207,muu (むーくん,13DB6vz6AVBnPkQdA4GbRTTGtpiZutbM47N1arKhpump,39.41%,41.15%,80.4%,36,24.7K,994.3K,349.66,1249,30d,23.76%,0%,-,https://t.me/muucto0,2024-11-16 05:45:15
208,Vibe Bunny,HKMzkymg2iSD9nCH3f3pgwSkHJiLTEgqSpJwstndpump,41.42%,305.6%,305.6%,87,3.3K,25.6K,30.07,80,32min,31.01%,0%,-,,2024-11-16 05:45:15
209,Doge2,93jD1i1hmccXZsYT6UUYDuGFyTBtEcJfYSBmV5tuthrH,5.14%,35.54%,117.6%,98,13.2K,530.7K,205.2,735,1d,24.65%,0%,-,https://t.me/caesardoge2,2024-11-16 05:45:15
210,Piece of the Void,7WReq3T6oKmJv3PFS4tmrjFW9ghzwpj8zSVfwJ69pump,40.37%,981.6%,981.6%,102,13.9K,66K,63.89,135,30min,28.38%,0.92% Buy More,-,,2024-11-16 05:45:15
211,Folding at Home,Emgj3FwBZRpopgR2tnFcQPqiTs7otVM4xDkcS8Hspump,26.35%,36.37%,263%,14,1.5K,23.1K,26.45,54,1h,25.27%,3.36%,-,,2024-11-16 05:45:15
212,BITPEPSI,ttYe1nmT7AGRc6h3s18LZqdscCNGS8fvfHmV4wTpump,26.93%,86.93%,216.5%,142,6K,20K,22.89,95,1h,26.42%,0%,-,,2024-11-16 05:45:15
213,HAMMER OF JUSTICE,93CycGK5HPiFFSiQQLWAiSyKMhYh2aFwkgT2UqnTpump,380.3%,1135.1%,1233.9%,1058,384K,1.4M,403.41,2424,2d,23.34%,0%,-,,2024-11-16 05:45:15
214,XRP Mascot,8tRJJpENXeDituQ3YvUr2EyDtSiWubZX594qY566pump,99.39%,257.4%,257.4%,27,4K,22.4K,28.19,17,17d,42.94%,0%,-,,2024-11-16 05:45:15
215,MYRE,HD1sDvk9jjUgRv6XmVYje7ghV3udzCZhotgxSortBdga,34.18%,49.46%,50.43%,6,7.5K,278.3K,154.04,1432,8d,46.22%,0%,-,https://t.me/MYREonSOL,2024-11-16 05:45:15
216,First tokenised traveller,Dckm3bhBXdBwvbT6mbEhGrXtiqUov5wutbZaag8Gpump,133.6%,4828.8%,4828.8%,615,133.4K,309.4K,113.41,690,18min,22.54%,3.46%,-,,2024-11-16 05:45:15
217,The hammer of justice is coming,FQsbmKGF4bAbp6ZTbpwXNvrdjvmdfqtaFzWLXeZppump,96.21%,233.3%,233.3%,103,8.6K,21.1K,22.7,53,11d,22.92%,0%,-,,2024-11-16 05:45:15
218,Hinata,E33yzxwYwXLWXdF2avphET4j58H1XD7jBr2B1Fegpump,52.13%,238.5%,238.5%,116,2.7K,21.2K,25.82,63,35min,24.84%,0%,-,,2024-11-16 05:45:15
219,CHINA NEW MASCOT,3cTQB7aNzw2iAj7CA2iQcn8fKzgr1qZE1NNANgvJpump,109.1%,306.1%,306.1%,72,5.6K,25.9K,29.08,32,17h,35.02%,0%,-,,2024-11-16 05:45:15
220,Chinese Pochita,yTaQ9CYT92pzY6VGSwXutrV74xdnMraxzGEFDtqpump,73.42%,241.3%,241.3%,44,5.6K,21.1K,25.72,50,52min,29.83%,0%,-,,2024-11-16 05:45:15
221,ChromaKitty,65qnKVmuwQSPesqG5iQZT6wvzfMhdVPRtCzzHtLZpump,36.45%,692.5%,692.5%,181,12K,49.1K,50.18,210,44min,27.43%,0%,-,,2024-11-16 05:45:15
222,Library Genesis,E6EEetv3AsT7A8X14jWEdjpT125QZucqgfczfXbdpump,128.1%,133.5%,226.7%,65,8K,20.9K,25.94,61,1h,27.39%,0%,-,,2024-11-16 05:45:15
223,APOLLO,5iFNJWEgUyU8j65CC3aVeaK6QKjSj9vJmwCtWy7pump,14.83%,5960.6%,5960.6%,767,20.5K,375.4K,160.18,866,34min,11.32%,2.59%,-,https://t.me/ApolloOnSolPortal,2024-11-16 05:45:15
224,Marty,3dAWNGKW7fnn6V3z2sawcu5wmG2QiggqHxGdT6qLpump,61.86%,246.7%,246.7%,16,5.5K,21.2K,24.91,71,35min,27.06%,0%,-,,2024-11-16 05:45:15
225,Peewnut The Squerrel,365ZosWPDfKX7d2Vt6eZYj4oneizDsVm2dtjP6Hvpump,26.08%,231.1%,231.1%,177,10.3K,47.7K,53.27,147,32min,19.23%,0%,-,https://t.me/retardedpeanut,2024-11-16 05:45:15
226,One Click Away,FpL4DcU3fC2jf5FGmkEZNgaKnQHY6EZFa9FbTguUpump,51.63%,988.8%,988.8%,114,14.8K,67.3K,64.41,327,49min,21.32%,0%,-,,2024-11-16 05:45:15
227,Bitcoin DIY Designer Baby,Ghj3f8FiY66ML4kmZPYr9aiQ3qy35pKmGtua7Tb8pump,3.12%,392.2%,392.2%,611,2K,32.5K,39.76,54,30min,31.29%,0%,-,,2024-11-16 05:45:15
228,Pepesi Sola,8GpReFQpZFSWSFY4JcwPZMUrdzR8Ay32eSQNcWLBpump,32.06%,130.8%,230.3%,290,3.1K,20.2K,24.84,85,1h,26.39%,0%,-,,2024-11-16 05:45:15
229,Cigarette Ultra Lean Toast,2SScXe12RVKnBHhnPhmenmNniraoKTLSR2Ap674gpump,154.9%,434.6%,434.6%,180,13K,33.1K,38.47,146,14h,24.21%,0%,-,,2024-11-16 05:45:15
230,ADA Mascot,5tRqihfbsKTAhAhVPEQ3Az4Vum7ZziNBBptRgRTzpump,16.49%,29.12%,66.1%,8,1.3K,23.3K,31.03,128,1d,28.27%,3.38%,-,https://t.me/adamascot,2024-11-16 05:45:15
231,SpaceX New Official Mascot,ECiy21J8LurV6hTjHB4u3RpooCRhYQK2HzVJ2qoRpump,67.52%,1021.2%,1021.2%,272,30.5K,74.2K,61.34,351,50min,17.52%,0%,-,,2024-11-16 05:45:15
232,FOMOFiat,FEH2zpr6ENs9QbBUtrUuF8kG5Mqk2xv7rwYtjKRbpump,40.11%,48.54%,92.14%,47,2.2K,25.2K,29.73,164,6h,25.94%,0%,-,,2024-11-16 05:45:15
233,patron saint of magnum dongs,FpfU9v3ZyqbW73ZBVPQYyDuYGZzc6WQZhZMgsj5kpump,57.3%,239.7%,239.7%,69,3.6K,21.8K,25.42,60,47min,35.97%,0%,-,,2024-11-16 05:45:15
234,MedAI,FSN92LpLTWypzZ4TGD5HzLp7MxrH4B6kEbVqywiXpump,17.39%,73.7%,267%,10,1.2K,23.6K,28.63,93,1h,27.69%,5.75%,-,,2024-11-16 05:45:15
235,Hasbulla's Cat,42jzCfLeC3Sp7fL18kuPv9w1bsRL6vRaBAMriyZCzAYe,81.65%,239.5%,193.3%,35,4.3K,33.1K,31.95,52,2d,36.35%,0%,-,,2024-11-16 05:45:15
236,spidey,4xXhQU2r1ESqYLWMQpavoTzuRhRR7bbySEs9Z3THpump,19.07%,450.3%,450.3%,115,4K,35.2K,39.09,175,32min,22.62%,0%,-,,2024-11-16 05:45:15
237,Alpaca,FfgtU4bMte3JRZGX7kcNVywxiGoSqUTga8eZxTSFpump,39.86%,62.6%,196.6%,176,95.5K,3.9M,612,2316,18d,19.61%,0%,-,https://t.me/alpacabtconsol,2024-11-16 05:45:15
238,Dogeradio,AF9rchjdrryUD6fpSMZeysqmmkoE1yjbQ8Mc6Dz2pump,14.5%,242.8%,242.8%,130,1.1K,21.1K,26.2,73,30min,23.56%,0%,-,,2024-11-16 05:45:15
239,Pepe Mascot,Cixmu7UKCPTpbmvMkZzKAs8kA6y2XpMuTrYtH4SApump,15.96%,77.25%,177.3%,7,958.8,21K,26.6,54,4h,22.79%,0%,-,https://t.me/pepemascot,2024-11-16 05:45:15
240,Official Mascot of Nerva,3oYooonff7wUKBn8dnmGXX3yAKCEZaoiuetpmovqpump,155.5%,1128.4%,1128.4%,299,52.1K,76K,74.99,226,30min,26.21%,0%,-,,2024-11-16 05:45:15
241,Don't Stay Sidelined,J8w5draBFcZARCfDs8Jibj3wN6kJigU1RmWT4Zhapump,10.85%,303.9%,303.9%,322,4.5K,25.1K,31.02,69,30min,26.72%,0%,-,,2024-11-16 05:45:15
