row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
109,ResearchHub Ai,J8DV5WsDG8fabKP6ZG8XVoR7pULf1mS7c5wzPYKkpump,406.1%,406.1%,406.1%,104,31.1K,48.1K,41.38,53,3min,23.96%,0%,-,,2024-11-19 01:41:16,37.7K,+396.5%
110,Ukranian war Cat,AQUqPHdgWgRjWYLvk4mymYp1jascx5YYnjQaGXBnpump,301.2%,301.2%,301.2%,125,36K,28.2K,48.83,64,1min,35.43%,0%,-,,2024-11-19 01:41:16,25.7K,+366.2%
111,Trampling Elephant,7zVFvUZNTTAUex9JMir36u81F2DtKjP5xeC2w1b3pump,232.8%,252.1%,252.1%,115,21.1K,24.7K,28.83,53,5min,26.98%,3.46%,-,,2024-11-19 01:41:16,22.9K,+308.8%
112,Internet’s birth certificate.,8Q2tA7nBu89F9Z55YCbPT4cHg8T4Hh9dbVbseFABpump,210.4%,520.7%,520.7%,244,43.4K,46.4K,21.29,120,7min,30.9%,0%,-,,2024-11-19 01:41:16,51.4K,+317.5%
113,boss,8iroEyzPca8tb7KBnS8T9i1EbfAfWk7x52HjXc7Qpump,852%,852%,852%,124,35K,66.9K,28.47,87,51s,45.15%,3.46%,-,,2024-11-19 01:41:16,46.8K,+666.7%
114,SPINNING STAR,7YqQ8szcGMJ5fYynHeR5saFPfSetwZLuENUjVcoRpump,821.8%,821.8%,821.8%,109,23.4K,66.8K,63.3,66,2min,53.39%,6.71%,-,https://t.me/spinningstarworld,2024-11-19 01:41:16,59.9K,+826.7%
115,RYZHIK,JB9QrHZRtYfYGGbR6QMYvR9uZcYf23FHgZWrY6WWqP3B,785.8%,785.8%,785.8%,104,17.2K,63.6K,57.68,58,3min,45.76%,0%,-,,2024-11-19 01:41:16,55.5K,+772.6%
116,Dog Mayor,AL3yZToVWqs43NjSiDdGUre9E7df8JaPnS9vyVTNpump,291.3%,291.3%,291.3%,112,23.8K,28.4K,24.27,54,3min,28.08%,0%,-,,2024-11-19 01:41:16,16.6K,+228.6%
117,MOANA MEME,DDHk9iFvmiHKTgHtne2RxM29kMbWp792UzFex4vgpump,504.7%,504.7%,504.7%,190,11K,42.4K,43.21,202,1min,13.54%,0.73%,-,,2024-11-19 01:41:16,34.5K,+491.9%
118,DIGI,6DhpWdXQ9KHF5bLgvBC6ehKLzZaqE26Y93HYxtBpump,1281.1%,1281.1%,1281.1%,116,71.5K,98.4K,84.95,81,1min,32.47%,5%,-,https://t.me/digicatdotfun,2024-11-19 01:41:16,91.2K,+1281.1%
119,Machine Elves,CJh8MVuKFuRmHy1E71wMVKKxruRS6hKJweduzWup9fXW,226.1%,226.1%,226.1%,188,48.5K,22.9K,20.16,75,1min,25.48%,3.58%,-,,2024-11-19 01:41:16,21.9K,+312%
120,Ukranian war Cat,AQUqPHdgWgRjWYLvk4mymYp1jascx5YYnjQaGXBnpump,366.6%,1146.8%,1146.8%,573,117.5K,87.6K,82.99,271,6min,18.4%,0%,-,,2024-11-19 01:41:16,65.1K,+231.2%
121,Andrew Tate's Dog,BGNuNDt5PxAroBMSLXvmUECo6PQ1YKKUbLTuuNq9pump,495.8%,495.8%,495.8%,143,13.9K,41.7K,43.57,161,1min,23.88%,1.46%,-,https://t.me/tatesdogonsol,2024-11-19 01:41:16,34.3K,+490.7%
122,Quantum Computer Science,4EJwt6HZzTfeHyfG8De1rWH8MPkCjWcBLGpour845w2d,62.44%,62.44%,62.44%,193,67.8K,11.2K,23.36,51,1min,20.46%,0%,-,,2024-11-19 01:41:16,16.9K,+245.1%
